ID,NED identifier or alternate ID,I/O,year,type,line,z_opt,ez_opt,z_line,ez_line,FWHM,eFWHM,SdV,eSdV,u,eu,reference,Comments,Literature L’ [K km/s pc2],Literature eL’ [K km/s pc2],Literature LIR(8-1000micron) [Lsun],Literature eLIR(8-1000micron) [Lsun],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BzK04171,RGJ123626.53+620835.3   BzK04171   GOODSJ123626.53+620835.3   ,0,2008,BzK,12CO(2-1),1.465,-999,1.465,0.002,350,-999,0.6,0.09,1,-999,Daddi et al. (2008),FWHM=350 seems wrong,1.7E+10,3E+09,8.7E+11,3.5E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BzK04171,RGJ123626.53+620835.3   BzK04171   GOODSJ123626.53+620835.3   ,1,2010,BzK,12CO(2-1),1.465,-999,1.4652,0.00058,530,32,0.65,0.08,1,-999,Daddi et al. (2010),,1.85E+11,3E+09,8.7E+11,3.5E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BzK21000,RGJ123710.60+622234.6   BzK 21000   GN70.211,1,2010,BzK,12CO(1-0),1.522,-999,1.521,0.003,480,220,0.13,0.03,1,-999,Aravena et al. (2010),,1.55E+10,4E+09,2E+12,8E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BzK21000,RGJ123710.60+622234.6   BzK 21000   GN70.211,0,2008,BzK,12CO(2-1),1.522,-999,1.522,0.002,250,-999,0.85,0.1,1,-999,Daddi et al. (2008),,2.5E+10,3E+09,2E+12,8E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BzK21000,RGJ123710.60+622234.6   BzK 21000   GN70.211,1,2010,BzK,12CO(2-1),1.523,-999,1.52133,0.00036,444,26,0.64,0.07,1,-999,Daddi et al. (2010),,1.98E+10,2.8E+09,2E+12,8E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BzK21000,RGJ123710.60+622234.6   BzK 21000   GN70.211,0,2009,BzK,12CO(3-2)   ,1.523,-999,-999,-999,-999,-999,0.7,0.15,1,-999,Dannerbauer et al. (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN70.104,GN70.104,1,2013,ULIRG,12CO(2-1),-999,-999,1.2463,-999,139,40,0.57,0.05,1,-999,Pope et al. (2013),,1.2E+10,1E+09,1.2E+12,5E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PEPJ123633+621005,GN70.38   ,1,2013,ULIRG,12CO(2-1),1.016,-999,-999,-999,393,120,0.78,0.19,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,1.08E+10,3.5E+09,7.2E+11,2.9E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN70.8,GN70.8,1,2013,ULIRG,12CO(2-1),1.1482,-999,1.1489,-999,430,129,0.57,0.13,1,-999,Pope et al. (2013),,1E+10,2E+09,1.6E+12,6E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123615+621008,PEPJ123615+621008,1,2012,ULIRG,12CO(2-1),1.027,-999,1.027,-999,-999,-999,0.42,99,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,5.9E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123634+620627,PEPJ123634+620627,1,2012,ULIRG,12CO(2-1),1.215,-999,1.215,-999,-999,-999,0.27,99,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,5.4E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123646+621141,PEPJ123646+621141,1,2012,ULIRG,12CO(2-1),1.016,-999,1.016,-999,157,60,0.4,0.09,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,5.6E+09,1.6E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123709+621507,PEPJ123709+621507,1,2012,ULIRG,12CO(2-1),1.224,-999,1.224,-999,231,90,0.28,0.06,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,5.6E+09,1.6E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123712+621753,PEPJ123712+621753,1,2012,ULIRG,12CO(2-1),1.249,-999,1.249,-999,409,170,0.15,0.04,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,3.2E+09,1.1E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123759,PEPJ123721+621346,1,2012,ULIRG,12CO(2-1),1.021,-999,1.021,-999,236,160,0.39,0.13,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,5.5E+09,2.4E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123750+621600,PEPJ123750+621600,1,2012,ULIRG,12CO(2-1),1.17,-999,1.17,-999,649,110,0.53,0.08,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,9.8E+09,1.9E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPJ123759+621732,PEPJ123759+621732,1,2012,ULIRG,12CO(2-1),1.084,-999,1.084,-999,406,115,0.44,0.11,1,-999,Magnelli et al. (2012b),FWHM is replaced by WCO-quantity,7E+09,2.3E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ131236.01+424044.1,RG J123711.34+623231.0,1,2008,OFRG,12CO(3-2)   ,2.243,-999,-999,-999,-999,-999,0.27,99,1,-999,Chapman et al. (2008),,-999,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ131236.01+424044.1,RG J123711.34+623231.0,1,2011,OFRG,12CO(3-2)   ,2.224,-999,-999,-999,-999,-999,0.18,99,1,-999,Casey et al. (2011),,4.7E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ021827.35-050055.9,RGJ021827.35-050055.9   RGJ021827,1,2011,OFRG,12CO(2-1),1.361,-999,1.362,0.002,557,107,0.44,0.1,1,-999,Casey et al. (2011),,1.1E+10,2E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ021827.35-050055.9,RGJ021827.35-050055.9   RGJ021827,0,2011,OFRG,12CO(2-1),1.361,-999,-999,-999,-999,-999,0.3,99,1,-999,Casey et al. (2011),assuming a non-detection,7.4E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ105209.31+572202.8,RGJ105209.31+572202.8,1,2011,OFRG,12CO(3-2)   ,2.112,-999,2.113,0.001,446,85,1.12,0.25,1,-999,Casey et al. (2011),,2.8E+10,6E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ105209.31+572202.8,RGJ105209.31+572202.8,0,2011,OFRG,12CO(3-2)   ,2.112,-999,-999,-999,-999,-999,0.32,99,1,-999,Casey et al. (2011),assuming a non-detection,7.7E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ105239.84+572509.1,RGJ105239.84+572509.1,1,2011,OFRG,12CO(2-1),1.819,-999,1.82,0.001,498,157,0.57,0.12,1,-999,Casey et al. (2011),,2.5E+10,5E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ105239.84+572509.1,RGJ105239.84+572509.1,0,2011,OFRG,12CO(2-1),1.819,-999,-999,-999,-999,-999,0.3,99,1,-999,Casey et al. (2011),assuming a non-detection,1.3E+10,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123642.96+620958.1,RGJ123642.96+620958.1,1,2011,OFRG,12CO(4-3),3.661,-999,-999,-999,-999,-999,0.33,99,1,-999,Casey et al. (2011),,1.2E+10,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123644.13+621450.7,RGJ123644.13+621450.7,1,2011,OFRG,12CO(3-2)   ,2.095,-999,2.095,0.001,214,132,0.79,0.22,1,-999,Casey et al. (2011),,1.9E+10,5E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123645.88+620754.2,RGJ123645.88+620754.2 GN70.14,1,2011,OFRG,12CO(2-1),1.433,-999,1.434,0.001,320,144,0.64,0.17,1,-999,Casey et al. (2011),,1.8E+10,5E+09,2.6E+12,1E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123653.37+621139.6,RGJ123653.37+621139.6   GOODSJ123653.37+621140.0,1,2011,OFRG,12CO(2-1),1.275,-999,-999,-999,-999,-999,0.33,99,1,-999,Casey et al. (2011),,7.1E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123707.82+621057.6,RGJ123707.82+621057.6,1,2011,OFRG,12CO(2-1),1.489,-999,-999,-999,-999,-999,0.35,99,1,-999,Casey et al. (2011),,1E+10,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123711.34+623231.0,RGJ123711.34+623231.0   RGJ123711.34+621331.0 ,0,2008,OFRG,12CO(3-2),1.996,-999,1.996,-999,-999,-999,0.7,0.22,1,-999,Chapman et al. (2008),,1.5E+10,5E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123711.34+623231.0,RGJ123711.34+623231.0   RGJ123711.34+621331.0 ,1,2011,OFRG,12CO(4-3),1.996,-999,-999,-999,1400,100,1.87,0.18,1,-999,Casey et al. (2011),,2.4E+10,2E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ123718.58+621315.0,RGJ123718.58+621315.0,1,2011,OFRG,12CO(2-1),1.512,-999,-999,-999,-999,-999,0.23,99,1,-999,Casey et al. (2011),,7.1E+09,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ131207.74+423945.0,RGJ131207.74+423945.0,1,2011,OFRG,12CO(2-1),1.532,-999,-999,-999,-999,-999,0.36,99,1,-999,Casey et al. (2011),,1.1E+10,99,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ131208.34+424144.4,RGJ131208.34+424144.4,1,2011,OFRG,12CO(3-2)   ,2.237,-999,2.237,0.001,439,84,0.88,0.15,1,-999,Casey et al. (2011),,2.4E+10,5E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ163655.05+410432.0,RGJ163655.05+410432.0  N2.1200.90,1,2008,OFRG,12CO(3-2)   ,2.1981,-999,2.189,-999,410,40,0.34,0.07,1,-999,Chapman et al. (2008),,-999,-999,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGJ163655.05+410432.0,RGJ163655.05+410432.0  N2.1200.90,1,2011,OFRG,12CO(3-2)   ,2.186,-999,2.187,0.0002,252,40,0.29,0.06,1,-999,Casey et al. (2011),,7.8E+09,1.6E+09,-999,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBQS0018-0220,,0,2004,QSO   ,12CO(3-2)   ,2.596,0.005,-999,-999,-999,-999,1.3,99,1,-999,Hainline et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ012958.51−003539.7,,1,2013,QSO,12CO(6-5),-999,-999,5.7794,0.0008,283,87,0.37,0.07,1,-999,Wang et al. (2013),,-999,-999,4.6E+12,6.0E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ012958.51−003539.7,,1,2013,QSO,[CII]158,-999,-999,5.7787,0.0001,194,12,1.99,0.12,1,-999,Wang et al. (2013),,-999,-999,4.6E+12,6.0E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J020332.39+001229.3,,0,2011,QSO,12CO(6-5),5.72,-999,-999,-999,-999,-999,0.32,99,1,-999,Wang et al. (2011),,1.0E+10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSO J036.5078+03.0498 ,P036+03,1,2015,QSO,[CII]158,6.257,-999,6.54122,0.0018,360,50,5.2,0.6,-999,-999,Banados et al. (2015),,,,5.4E+12,1.1E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG0414+0534,,1,1998,QSO   ,12CO(3-2)   ,2.639,0.002,2.639,-999,580,-999,2.6,-999,-999,-999,Barvainis et al. (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG0751+2716,,1,2011,QSO   ,12CO(1-0)     ,3.2,0.001,3.1984,0.0006,290,62,0.494,0.105,16,-999,Riechers et al. (2011f),EVLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG0751+2716,,1,2011,QSO   ,12CO(1-0)     ,3.2,0.001,3.1995,0.0004,354,72,0.55,0.095,16,-999,Riechers et al. (2011f),GBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG0751+2716,,1,2002,QSO   ,12CO(4-3)     ,3.2,0.001,3.2,-999,390,38,5.96,0.45,16.6,-999,Barvainis et al. (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG0751+2716,,0,2005,QSO   ,HCN(2-1),3.2,0.001,-999,-999,-999,-999,0.09,99,16.6,-999,Carilli et al. (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2002,QSO   ,12CO(1-0)         ,3.9122,0.0001,-999,-999,-999,-999,0.22,0.05,4,-999,Lewis et al. (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2006,QSO,12CO(1-0)         ,3.9122,0.0001,3.9122,0.0007,556,55,0.152,0.02,4,-999,Riechers et al. (2006c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2001,QSO,12CO(1-0)         ,3.9122,0.0001,3.9,0.1,-999,-999,0.15,0.045,4,-999,Papadopoulos et al. (2001)  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,1,2008,QSO,12CO(1-0),3.9122,0.0001,-999,-999,-999,-999,0.168,0.015,4,-999,Riechers et al. (2009a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,0,2001,QSO,12CO(2-1)         ,3.9122,0.0001,-999,-999,-999,-999,1.15,0.54,4,-999,Papadopoulos et al. (2001)  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM08279+5255,,0,2008,QSO,12CO(2-1),3.9122,0.0001,-999,-999,-999,-999,0.81,0.18,4,-999,Riechers et al. (2009a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
